retiro_ID,fecha,year,mes,semestre,estudiante_nombres,estudiante_apellidos,carrera,estudiante_fecha_ingreso,genero,docente_nombres,docente_apellidos,departamento,materia_nombre,uvs,periodo,fecha_inicio,fecha_fin,tipo_retiro,razon_retiro
319,2022-05-28,2022,5,1,Silvia Patricia,Paredes,Biología,2018-06-04,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
320,2022-05-29,2022,5,1,Arturo Gabriel,Delgado,Química,2021-09-17,Masculino,Gabino Iglesias,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
321,2022-05-30,2022,5,1,Rosa Elena,Guerrero,Ciencias Sociales,2019-12-30,Femenino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2022-01-11,2022-06-04,Definitivo,Salud
322,2022-05-31,2022,5,1,Manuel Alejandro,Aguilar,Informática,2020-05-13,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
323,2022-05-01,2022,5,1,Elena Beatriz,Ruiz,Matemática,2018-10-26,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
324,2022-05-02,2022,5,1,Raúl Eduardo,Mendoza,Física,2021-01-09,Masculino,Ana Ramírez,Matemática,Matemática,Electromagnetismo,5,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
325,2022-05-03,2022,5,1,Teresa del Carmen,Castro,Biología,2019-04-22,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Definitivo,Salud
326,2022-05-04,2022,5,1,Sergio Andrés,Flores,Química,2020-09-05,Masculino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
327,2022-05-05,2022,5,1,Beatriz Adriana,Orozco,Ciencias Sociales,2018-12-18,Femenino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
328,2022-05-06,2022,5,1,Oscar Daniel,Santos,Informática,2021-05-01,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
329,2022-05-07,2022,5,1,Lucía Gabriela,Moreno,Matemática,2019-10-14,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2022-01-11,2022-06-04,Definitivo,Salud
330,2022-05-08,2022,5,1,Javier Antonio,Ríos,Física,2020-03-27,Masculino,Ana Ramírez,Matemática,Matemática,Física General,4,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
331,2022-05-09,2022,5,1,Alicia María,Vargas,Biología,2018-08-10,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
332,2022-05-10,2022,5,1,Miguel Ángel,Suárez,Química,2021-11-23,Masculino,Gabino Iglesias,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
333,2022-05-11,2022,5,1,Carolina Elizabeth,Herrera,Ciencias Sociales,2019-02-06,Femenino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2022-01-11,2022-06-04,Definitivo,Salud
334,2022-05-12,2022,5,1,Antonio José,Paredes,Informática,2020-07-19,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
335,2022-05-13,2022,5,1,Mónica Patricia,López,Matemática,2018-11-02,Femenino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
336,2022-05-14,2022,5,1,Roberto Carlos,García,Física,2021-04-15,Masculino,Ana Ramírez,Matemática,Matemática,Física Moderna,4,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
337,2022-05-15,2022,5,1,Sandra Milena,Martínez,Biología,2019-09-28,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Definitivo,Salud
338,2022-05-16,2022,5,1,Felipe Andrés,Díaz,Química,2020-02-11,Masculino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
339,2022-05-17,2022,5,1,Daniela Fernanda,Rodríguez,Ciencias Sociales,2018-05-24,Femenino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
340,2022-05-18,2022,5,1,Enrique José,Castro,Informática,2021-08-07,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
341,2022-05-19,2022,5,1,Patricia Alejandra,Navarro,Matemática,2019-12-20,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2022-01-11,2022-06-04,Definitivo,Salud
342,2022-05-20,2022,5,1,Gerardo Antonio,Molina,Física,2020-06-03,Masculino,Ana Ramírez,Matemática,Matemática,Electromagnetismo,5,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
343,2022-05-21,2022,5,1,Adriana Carolina,Espinoza,Biología,2018-09-16,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
344,2022-05-22,2022,5,1,Rodrigo José,Vázquez,Química,2021-12-29,Masculino,Gabino Iglesias,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
345,2022-05-23,2022,5,1,Verónica Patricia,Ortega,Ciencias Sociales,2019-03-12,Femenino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2022-01-11,2022-06-04,Definitivo,Salud
346,2022-05-24,2022,5,1,Jorge Alberto,Silva,Informática,2020-08-25,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
347,2022-05-25,2022,5,1,Laura Beatriz,Gómez,Matemática,2018-11-08,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
348,2022-05-26,2022,5,1,Carlos Eduardo,Hernández,Física,2021-04-21,Masculino,Ana Ramírez,Matemática,Matemática,Física General,4,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
349,2022-05-27,2022,5,1,Mariana Isabel,Reyes,Biología,2019-09-04,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Definitivo,Salud
350,2022-05-28,2022,5,1,Alfonso Javier,Medina,Química,2020-02-17,Masculino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
351,2022-05-29,2022,5,1,Claudia Marcela,Pérez,Ciencias Sociales,2018-05-30,Femenino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
352,2022-05-30,2022,5,1,Francisco Javier,Cortés,Informática,2021-08-13,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
353,2022-05-31,2022,5,1,Gabriela Alejandra,Ramírez,Matemática,2019-12-26,Femenino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2022-01-11,2022-06-04,Definitivo,Salud
354,2022-05-01,2022,5,1,José Luis,Morales,Física,2020-06-09,Masculino,Ana Ramírez,Matemática,Matemática,Física Moderna,4,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
355,2022-05-02,2022,5,1,Sofía Gabriela,Campos,Biología,2018-09-22,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
356,2022-05-03,2022,5,1,Manuel Alejandro,Ortega,Química,2021-12-05,Masculino,Gabino Iglesias,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
357,2022-05-04,2022,5,1,Ana María,Guerrero,Ciencias Sociales,2019-03-18,Femenino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2022-01-11,2022-06-04,Definitivo,Salud
358,2022-05-05,2022,5,1,Ricardo Antonio,Méndez,Informática,2020-08-31,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
359,2022-06-01,2022,6,1,Juan Carlos,Mendoza,Informática,2020-04-15,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
360,2022-06-01,2022,6,1,María Fernanda,González,Matemática,2019-09-28,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,1,2022-01-11,2022-06-04,Definitivo,Cambio de carrera
361,2022-06-02,2022,6,1,Carlos Andrés,Martínez,Física,2021-02-11,Masculino,Ana Ramírez,Matemática,Matemática,Electromagnetismo,5,1,2022-01-11,2022-06-04,Temporal,Salud
362,2022-06-02,2022,6,1,Laura Patricia,Sánchez,Biología,2018-11-24,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
363,2022-06-03,2022,6,1,Pedro Antonio,Rodríguez,Química,2020-07-07,Masculino,Gabino Iglesias,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
364,2022-06-03,2022,6,1,Ana Sofía,Fernández,Ciencias Sociales,2019-10-20,Femenino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2022-01-11,2022-06-04,Definitivo,Salud
365,2022-06-04,2022,6,1,Jorge Luis,Díaz,Informática,2021-05-03,Masculino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
366,2022-06-04,2022,6,1,Sofía Alejandra,Hernández,Matemática,2018-12-16,Femenino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
367,2022-06-05,2022,6,1,Diego Armando,López,Física,2020-08-29,Masculino,Ana Ramírez,Matemática,Matemática,Física Moderna,4,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
368,2022-06-05,2022,6,1,Valentina Michelle,Torres,Biología,2021-03-12,Femenino,Graciela Cervántez,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Definitivo,Salud
369,2022-06-06,2022,6,1,Andrés Felipe,Mendoza,Química,2019-08-25,Masculino,Gilberto Alcántar,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
370,2022-06-06,2022,6,1,Daniela Gabriela,Castro,Ciencias Sociales,2020-12-08,Femenino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
371,2022-06-01,2022,6,1,Ricardo José,Ortiz,Informática,2018-07-21,Masculino,Luis Gómez,Informática,Informática,Bases de Datos,5,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
372,2022-06-02,2022,6,1,Patricia Elena,Núñez,Matemática,2021-02-02,Femenino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,1,2022-01-11,2022-06-04,Definitivo,Salud
373,2022-06-03,2022,6,1,Fernando José,Ramírez,Física,2019-05-15,Masculino,Ana Ramírez,Matemática,Matemática,Física General,4,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
374,2022-06-04,2022,6,1,Adriana Marcela,Flores,Biología,2020-10-28,Femenino,Marco Antonio Coronado,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Definitivo,Problemas personales
375,2022-06-05,2022,6,1,Roberto Carlos,Vargas,Química,2021-12-11,Masculino,Gabino Iglesias,Biología,Biología,Genética,4,1,2022-01-11,2022-06-04,Temporal,Problemas económicos
376,2022-06-06,2022,6,1,Claudia Patricia,Medina,Ciencias Sociales,2018-08-24,Femenino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,1,2022-01-11,2022-06-04,Definitivo,Salud
377,2022-06-01,2022,6,1,Eduardo Antonio,Silva,Informática,2019-11-07,Masculino,Luis Gómez,Informática,Informática,Programación Web,3,1,2022-01-11,2022-06-04,Temporal,Cambio de carrera
378,2022-07-05,2022,7,2,Marcela Alejandra,Castro,Informática,2020-03-18,Femenino,Luis Gómez,Informática,Informática,Bases de Datos,5,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
379,2022-07-06,2022,7,2,Rodrigo Andrés,Méndez,Matemática,2019-08-21,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,2,2022-07-05,2022-12-03,Definitivo,Cambio de carrera
380,2022-07-07,2022,7,2,Valeria Sofía,Gutiérrez,Física,2021-01-14,Femenino,Ana Ramírez,Matemática,Matemática,Electromagnetismo,5,2,2022-07-05,2022-12-03,Temporal,Salud
381,2022-07-08,2022,7,2,Diego Fernando,Vargas,Biología,2018-11-27,Masculino,Marco Antonio Coronado,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
382,2022-07-09,2022,7,2,Carolina Patricia,Díaz,Química,2020-06-10,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
383,2022-07-10,2022,7,2,Javier Ignacio,Ríos,Ciencias Sociales,2019-09-23,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Salud
384,2022-07-11,2022,7,2,Daniela Fernanda,Morales,Informática,2021-04-06,Femenino,Luis Gómez,Informática,Informática,Programación Web,3,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
385,2022-07-12,2022,7,2,José Manuel,Pérez,Matemática,2018-12-19,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
386,2022-07-13,2022,7,2,Adriana Lucía,Gómez,Física,2020-07-02,Femenino,Ana Ramírez,Matemática,Matemática,Física Moderna,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
387,2022-07-14,2022,7,2,Sergio Antonio,Herrera,Biología,2021-02-15,Masculino,Graciela Cervántez,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Salud
388,2022-07-15,2022,7,2,Mariana Isabel,Flores,Química,2019-07-28,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
389,2022-07-16,2022,7,2,Fernando Javier,Ortiz,Ciencias Sociales,2018-10-11,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
390,2022-07-17,2022,7,2,Laura Beatriz,Silva,Informática,2021-05-24,Femenino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
391,2022-07-18,2022,7,2,Carlos Eduardo,Navarro,Matemática,2019-12-07,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,2,2022-07-05,2022-12-03,Definitivo,Salud
392,2022-07-19,2022,7,2,Patricia Alejandra,Rodríguez,Física,2020-05-20,Femenino,Ana Ramírez,Matemática,Matemática,Física General,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
393,2022-07-20,2022,7,2,Roberto Andrés,Medina,Biología,2018-08-03,Masculino,Marco Antonio Coronado,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
394,2022-07-21,2022,7,2,Sofía Gabriela,Cortés,Química,2021-11-16,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
395,2022-07-22,2022,7,2,Miguel Ángel,Guerrero,Ciencias Sociales,2019-02-09,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Salud
396,2022-07-23,2022,7,2,Ana Victoria,Ramírez,Informática,2020-07-22,Femenino,Luis Gómez,Informática,Informática,Bases de Datos,5,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
397,2022-07-24,2022,7,2,Francisco Javier,Dominguez,Matemática,2018-12-05,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
398,2022-07-25,2022,7,2,Claudia Marcela,Vega,Física,2021-05-18,Femenino,Ana Ramírez,Matemática,Matemática,Electromagnetismo,5,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
399,2022-07-26,2022,7,2,Alberto José,Campos,Biología,2019-10-01,Masculino,Graciela Cervántez,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Salud
400,2022-07-27,2022,7,2,Isabel Cristina,Ortega,Química,2020-03-14,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
401,2022-07-28,2022,7,2,Ricardo Antonio,Paredes,Ciencias Sociales,2018-06-27,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
402,2022-07-29,2022,7,2,Beatriz Adriana,López,Informática,2021-09-10,Femenino,Luis Gómez,Informática,Informática,Programación Web,3,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
403,2022-07-30,2022,7,2,Oscar Daniel,Soto,Matemática,2019-12-23,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,2,2022-07-05,2022-12-03,Definitivo,Salud
404,2022-07-31,2022,7,2,Lucía Gabriela,Hernández,Física,2020-05-06,Femenino,Ana Ramírez,Matemática,Matemática,Física Moderna,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
405,2022-07-05,2022,7,2,Juan Pablo,Martínez,Biología,2018-08-19,Masculino,Marco Antonio Coronado,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
406,2022-07-06,2022,7,2,María José,Suárez,Química,2021-11-02,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
407,2022-07-07,2022,7,2,Carlos Andrés,Rivera,Ciencias Sociales,2019-02-15,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Salud
408,2022-07-08,2022,7,2,Laura Patricia,Cervántez,Informática,2020-07-28,Femenino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
409,2022-07-09,2022,7,2,Pedro Antonio,García,Matemática,2018-12-11,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
410,2022-07-10,2022,7,2,Ana Sofía,Moreno,Física,2021-05-24,Femenino,Ana Ramírez,Matemática,Matemática,Física General,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
411,2022-07-11,2022,7,2,Jorge Luis,Alcántar,Biología,2019-10-07,Masculino,Graciela Cervántez,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Salud
412,2022-07-12,2022,7,2,Sofía Alejandra,Iglesias,Química,2020-03-20,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
413,2022-07-13,2022,7,2,Diego Armando,Quintero,Ciencias Sociales,2018-07-03,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
414,2022-07-14,2022,7,2,Valentina Michelle,Coronado,Informática,2021-09-16,Femenino,Luis Gómez,Informática,Informática,Bases de Datos,5,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
415,2022-08-01,2022,8,2,María José,Rodríguez,Informática,2020-04-18,Femenino,Luis Gómez,Informática,Informática,Programación Web,3,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
416,2022-08-02,2022,8,2,Carlos Eduardo,Martínez,Matemática,2019-09-01,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,2,2022-07-05,2022-12-03,Definitivo,Cambio de carrera
417,2022-08-03,2022,8,2,Ana Lucía,Sánchez,Física,2021-02-14,Femenino,Ana Ramírez,Matemática,Matemática,Física Moderna,4,2,2022-07-05,2022-12-03,Temporal,Salud
418,2022-08-04,2022,8,2,Pedro Antonio,López,Biología,2018-11-27,Masculino,Marco Antonio Coronado,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
419,2022-08-05,2022,8,2,Sofía Alejandra,Fernández,Química,2020-07-10,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
420,2022-08-06,2022,8,2,Jorge Luis,Díaz,Ciencias Sociales,2019-10-23,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Salud
421,2022-08-07,2022,8,2,Laura Patricia,Hernández,Informática,2021-05-06,Femenino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
422,2022-08-08,2022,8,2,Diego Armando,Gómez,Matemática,2018-12-19,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
423,2022-08-09,2022,8,2,Valentina Michelle,Torres,Física,2020-08-02,Femenino,Ana Ramírez,Matemática,Matemática,Electromagnetismo,5,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
424,2022-08-10,2022,8,2,Andrés Felipe,Mendoza,Biología,2021-03-15,Masculino,Graciela Cervántez,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Salud
425,2022-08-11,2022,8,2,Daniela Gabriela,Castro,Química,2019-08-28,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
426,2022-08-12,2022,8,2,Ricardo José,Ortiz,Ciencias Sociales,2020-12-11,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
427,2022-08-13,2022,8,2,Patricia Elena,Núñez,Informática,2018-07-24,Femenino,Luis Gómez,Informática,Informática,Bases de Datos,5,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
428,2022-08-14,2022,8,2,Fernando José,Ramírez,Matemática,2021-02-05,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,2,2022-07-05,2022-12-03,Definitivo,Salud
429,2022-08-15,2022,8,2,Adriana Marcela,Flores,Física,2019-05-18,Femenino,Ana Ramírez,Matemática,Matemática,Física General,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
430,2022-08-16,2022,8,2,Roberto Carlos,Vargas,Biología,2020-10-01,Masculino,Marco Antonio Coronado,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
431,2022-08-17,2022,8,2,Claudia Patricia,Medina,Química,2021-12-14,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
432,2022-08-18,2022,8,2,Eduardo Antonio,Silva,Ciencias Sociales,2019-01-27,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Salud
433,2022-08-19,2022,8,2,Verónica Isabel,Dominguez,Informática,2020-06-10,Femenino,Luis Gómez,Informática,Informática,Programación Web,3,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
434,2022-08-20,2022,8,2,José Manuel,Rojas,Matemática,2018-11-23,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
435,2022-08-21,2022,8,2,Luisa Fernanda,Morales,Física,2021-04-06,Femenino,Ana Ramírez,Matemática,Matemática,Física Moderna,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
436,2022-08-22,2022,8,2,Mario Alfonso,Jiménez,Biología,2019-09-19,Masculino,Graciela Cervántez,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Salud
437,2022-08-23,2022,8,2,Isabel Cristina,Chávez,Química,2020-02-02,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
438,2022-08-24,2022,8,2,Francisco Javier,Vega,Ciencias Sociales,2018-05-15,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
439,2022-08-25,2022,8,2,Gloria Estela,Campos,Informática,2021-08-28,Femenino,Luis Gómez,Informática,Informática,Estructuras de Datos,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
440,2022-08-26,2022,8,2,Alberto José,Ortega,Matemática,2019-12-11,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo II,4,2,2022-07-05,2022-12-03,Definitivo,Salud
441,2022-08-27,2022,8,2,Silvia Marcela,Paredes,Física,2020-05-24,Femenino,Ana Ramírez,Matemática,Matemática,Electromagnetismo,5,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
442,2022-08-28,2022,8,2,Arturo Gabriel,Delgado,Biología,2018-08-07,Masculino,Marco Antonio Coronado,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
443,2022-08-29,2022,8,2,Rosa María,Guerrero,Química,2021-11-20,Femenino,Gabino Iglesias,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
444,2022-08-30,2022,8,2,Manuel Alejandro,Aguilar,Ciencias Sociales,2019-02-03,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Salud
445,2022-08-31,2022,8,2,Elena Beatriz,Ruiz,Informática,2020-07-16,Femenino,Luis Gómez,Informática,Informática,Bases de Datos,5,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
446,2022-08-01,2022,8,2,Raúl Eduardo,Mendoza,Matemática,2018-12-29,Masculino,Ana Ramírez,Matemática,Matemática,Cálculo I,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
447,2022-08-02,2022,8,2,Teresa del Carmen,Castro,Física,2021-05-12,Femenino,Ana Ramírez,Matemática,Matemática,Física General,4,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
448,2022-08-03,2022,8,2,Sergio Andrés,Flores,Biología,2019-08-25,Masculino,Graciela Cervántez,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Definitivo,Salud
449,2022-08-04,2022,8,2,Beatriz Adriana,Orozco,Química,2020-01-08,Femenino,Gilberto Alcántar,Biología,Biología,Genética,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
450,2022-08-05,2022,8,2,Oscar Daniel,Santos,Ciencias Sociales,2018-04-21,Masculino,Norma Quintero,Ciencias Sociales,Ciencias Sociales,Sociología,4,2,2022-07-05,2022-12-03,Definitivo,Problemas personales
451,2022-08-06,2022,8,2,Lucía Gabriela,Moreno,Informática,2021-09-14,Femenino,Luis Gómez,Informática,Informática,Programación Web,3,2,2022-07-05,2022-12-03,Temporal,Problemas económicos
452,2022-08-07,2022,8,2,Javier Antonio,Ríos,Matemática,2019-12-27,Masculino,Ana Ramírez,Matemática,Matemática,Álgebra Lineal,5,2,2022-07-05,2022-12-03,Definitivo,Salud
453,2022-08-08,2022,8,2,Alicia María,Vargas,Física,2020-06-10,Femenino,Ana Ramírez,Matemática,Matemática,Física Moderna,4,2,2022-07-05,2022-12-03,Temporal,Cambio de carrera
